DistrictId,DistrictName,NcesId,SchoolId,SchoolName,StudentIdentifier,FirstName,LastOrSurname,SubmitDateTime,SchoolYear,TestSessionId,AssessmentType,AssessmentSubType,AssessmentName,Subject,GradeLevelWhenAssessed,Completeness,AdministrationCondition,ScaleScoreAchievementLevel,ScaleScore,ScaleScoreStandardError,Alt1ScoreAchievementLevel,Alt1ScaleScore,Alt1ScaleScoreStandardError,Alt2ScoreAchievementLevel,Alt2ScaleScore,Alt2ScaleScoreStandardError,Alt3ScoreAchievementLevel,Alt3ScaleScore,Alt3ScaleScoreStandardError,Alt4ScoreAchievementLevel,Alt4ScaleScore,Alt4ScaleScoreStandardError,Alt5ScoreAchievementLevel,Alt5ScaleScore,Alt5ScaleScoreStandardError,Alt6ScoreAchievementLevel,Alt6ScaleScore,Alt6ScaleScoreStandardError,Claim1ScoreAchievementLevel,Claim2ScoreAchievementLevel,Claim3ScoreAchievementLevel,Claim4ScoreAchievementLevel,Claim5ScoreAchievementLevel,Claim6ScoreAchievementLevel,MigrantStatus,LanguageCode,LanguageAltCode,EnglishLanguageAcquisitionStatus,EnglishLanguageAcquisitionStatusStartDate,HispanicOrLatinoEthnicity,AmericanIndianOrAlaskaNative,Asian,BlackOrAfricanAmerican,White,NativeHawaiianOrOtherPacificIslander,TwoOrMoreRaces,Filipino
12345678900000,Sample School District,123456789012,12345678901234,Sample School A,STU000011,Student,Sample11,2025-04-11 10:10:00.000,2025,,Summative,SUM,CAA Math Grade 5,MATH,05,Complete,Valid,1,508,5,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901235,Sample School B,STU000012,Student,Sample12,2025-04-12 11:11:00.000,2025,,Summative,SUM,CAA Math Grade 6,MATH,06,Complete,Valid,1,647,6,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901236,Sample School C,STU000013,Student,Sample13,2025-04-13 12:12:00.000,2025,,Summative,SUM,CAA Math Grade 7,MATH,07,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901237,Sample School D,STU000014,Student,Sample14,2025-04-14 13:13:00.000,2025,,Summative,SUM,CAA Math Grade 8,MATH,08,Complete,Valid,1,806,8,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901238,Sample School E,STU000015,Student,Sample15,2025-04-15 14:14:00.000,2025,,Summative,SUM,CAA Science Grade 5,SCI,05,Complete,Valid,1,511,9,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901239,Sample School F,STU000016,Student,Sample16,2025-04-16 15:15:00.000,2025,,Summative,SUM,CAA Science Grade 8,SCI,08,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901240,Sample School G,STU000017,Student,Sample17,2025-04-17 16:16:00.000,2025,,Summative,SUM,CAA Science Grade HS,SCI,11,Complete,Valid,1,956,11,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901241,Sample School H,STU000018,Student,Sample18,2025-04-18 17:17:00.000,2025,,Summative,SUM,CAST Summative Grade 5,SCI,05,Complete,Valid,1,217,12,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901242,Sample School I,STU000019,Student,Sample19,2025-04-19 18:18:00.000,2025,,Summative,SUM,CAST Summative Grade 8,SCI,08,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901243,Sample School J,STU000020,Student,Sample20,2025-04-20 19:19:00.000,2025,,Summative,SUM,CAST Summative Grade HS,SCI,11,Complete,Valid,1,554,14,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901234,Sample School A,STU000021,Student,Sample21,2025-04-21 20:20:00.000,2025,,Summative,SUM,ELA Summative Grade 11,ELA,11,Complete,Valid,1,2330,41.4,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901235,Sample School B,STU000022,Student,Sample22,2025-04-22 21:21:00.000,2025,,Summative,SUM,ELA Summative Grade 3,ELA,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901236,Sample School C,STU000023,Student,Sample23,2025-04-23 22:22:00.000,2025,,Summative,SUM,ELA Summative Grade 4,ELA,04,Complete,Valid,1,2378,81.0,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901237,Sample School D,STU000024,Student,Sample24,2025-04-24 23:23:00.000,2025,,Summative,SUM,ELA Summative Grade 5,ELA,05,Complete,Valid,1,2227,71.3,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901238,Sample School E,STU000025,Student,Sample25,2025-04-25 00:24:00.000,2025,,Summative,SUM,ELA Summative Grade 6,ELA,06,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901239,Sample School F,STU000026,Student,Sample26,2025-04-26 01:25:00.000,2025,,Summative,SUM,ELA Summative Grade 7,ELA,07,Complete,Valid,1,2689,44.8,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901240,Sample School G,STU000027,Student,Sample27,2025-04-27 02:26:00.000,2025,,Summative,SUM,ELA Summative Grade 8,ELA,08,Complete,Valid,1,2574,76.1,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901241,Sample School H,STU000028,Student,Sample28,2025-04-28 03:27:00.000,2025,,Interim Comprehensive,ICA,Grade 10 ELA - Interim Comprehensive Assessment (ICA),ELA,10,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901242,Sample School I,STU000029,Student,Sample29,2025-04-29 04:28:00.000,2025,,Interim Comprehensive,ICA,Grade 10 MATH - Interim Comprehensive Assessment (ICA),MATH,10,Complete,Valid,1,2283,157,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901243,Sample School J,STU000030,Student,Sample30,2025-04-30 05:29:00.000,2025,,Interim Comprehensive,ICA,Grade 11 ELA - Interim Comprehensive Assessment (ICA),ELA,11,Complete,Valid,2,2653,29.3,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901234,Sample School A,STU000031,Student,Sample31,2025-05-01 06:30:00.000,2025,,Interim Comprehensive,ICA,Grade 11 MATH - Interim Comprehensive Assessment (ICA),MATH,11,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901235,Sample School B,STU000032,Student,Sample32,2025-05-02 07:31:00.000,2025,,Interim,IAB,Grade 11-12 ELPAC IA-Reading I,ELPAC,11,Complete,Valid,1,1493,30.8,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901236,Sample School C,STU000033,Student,Sample33,2025-05-03 08:32:00.000,2025,,Interim,IAB,Grade 11-12 ELPAC IA-Writing I,ELPAC,11,Complete,Valid,1,1545,27.7,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901237,Sample School D,STU000034,Student,Sample34,2025-05-04 09:33:00.000,2025,,Interim,IAB,Grade 2 ELPAC IA-Listening I,ELPAC,02,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901238,Sample School E,STU000035,Student,Sample35,2025-05-05 10:34:00.000,2025,,Interim,IAB,Grade 2 ELPAC IA-Listening II,ELPAC,02,Complete,Valid,3,1555,70.0,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901239,Sample School F,STU000036,Student,Sample36,2025-05-06 11:35:00.000,2025,,Interim,IAB,Grade 2 ELPAC IA-Reading I,ELPAC,02,Complete,Valid,3,1574,810,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901240,Sample School G,STU000037,Student,Sample37,2025-05-07 12:36:00.000,2025,,Interim,IAB,Grade 2 ELPAC IA-Reading II,ELPAC,02,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901241,Sample School H,STU000038,Student,Sample38,2025-05-08 13:37:00.000,2025,,Interim,IAB,Grade 2 ELPAC IA-Speaking I,ELPAC,02,Complete,Valid,2,1482,22.1,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901242,Sample School I,STU000039,Student,Sample39,2025-05-09 14:38:00.000,2025,,Interim,IAB,Grade 3 CAST IA-I,SCI,03,Complete,Valid,1,177,3.5,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901243,Sample School J,STU000040,Student,Sample40,2025-05-10 15:39:00.000,2025,,Interim,IAB,Grade 3 CAST IA-II,SCI,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901234,Sample School A,STU000041,Student,Sample41,2025-05-11 16:40:00.000,2025,,Interim,IAB,Grade 3 ELA - Brief Writes (IAB),ELA,03,Complete,Valid,2,2355,72.1223,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901235,Sample School B,STU000042,Student,Sample42,2025-05-12 17:41:00.000,2025,,Interim,IAB,Grade 3 ELA - Editing (FIAB),ELA,03,Complete,Valid,1,2186,52.4,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901236,Sample School C,STU000043,Student,Sample43,2025-05-13 18:42:00.000,2025,,Interim Comprehensive,ICA,Grade 3 ELA - Interim Comprehensive Assessment (ICA),ELA,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901237,Sample School D,STU000044,Student,Sample44,2025-05-14 19:43:00.000,2025,,Interim,IAB,Grade 3 ELA - Language and Vocabulary Use (FIAB),ELA,03,Complete,Valid,1,2348,175,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901238,Sample School E,STU000045,Student,Sample45,2025-05-15 20:44:00.000,2025,,Interim,IAB,Grade 3 ELA - Listen/Interpret (FIAB),ELA,03,Complete,Valid,1,2196,190,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901239,Sample School F,STU000046,Student,Sample46,2025-05-16 21:45:00.000,2025,,Interim,IAB,Grade 3 ELA - Make and Support Inferences (Informational) (FIAB),ELA,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901240,Sample School G,STU000047,Student,Sample47,2025-05-17 22:46:00.000,2025,,Interim,IAB,Grade 3 ELA - Make and Support Inferences (Literary) (FIAB),ELA,03,Complete,Valid,1,2218,103,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901242,Sample School I,STU000049,Student,Sample49,2025-05-19 00:48:00.000,2025,,Interim,IAB,Grade 3 ELA - Read Informational Texts (IAB),ELA,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901243,Sample School J,STU000050,Student,Sample50,2025-05-20 01:49:00.000,2025,,Interim,IAB,Grade 3 ELA - Read Literary Texts (IAB),ELA,03,Complete,Valid,1,2301,60.9,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901234,Sample School A,STU000051,Student,Sample51,2025-05-21 02:50:00.000,2025,,Interim,IAB,Grade 3 ELA - Research (IAB),ELA,03,Complete,Valid,1,2478,76.3,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901235,Sample School B,STU000052,Student,Sample52,2025-05-22 03:51:00.000,2025,,Interim,IAB,Grade 3 ELA - Research: Analyze Information (FIAB),ELA,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901236,Sample School C,STU000053,Student,Sample53,2025-05-23 04:52:00.000,2025,,Interim,IAB,Grade 3 ELA - Research: Interpret and Integrate (FIAB),ELA,03,Complete,Valid,1,2388,164,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901237,Sample School D,STU000054,Student,Sample54,2025-05-24 05:53:00.000,2025,,Interim,IAB,Grade 3 ELA - Research: Use Evidence (FIAB),ELA,03,Complete,Valid,1,2188,149,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901238,Sample School E,STU000055,Student,Sample55,2025-05-25 06:54:00.000,2025,,Interim,IAB,Grade 3 ELA - Revision (IAB),ELA,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901239,Sample School F,STU000056,Student,Sample56,2025-05-26 07:55:00.000,2025,,Interim,IAB,Grade 3 ELA - Write and Revise Informational Texts (FIAB),ELA,03,Complete,Valid,1,2136,214.5,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901240,Sample School G,STU000057,Student,Sample57,2025-05-27 08:56:00.000,2025,,Interim,IAB,Grade 3 ELA - Write and Revise Narratives (FIAB),ELA,03,Complete,Valid,1,2240,93.8,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901241,Sample School H,STU000058,Student,Sample58,2025-05-28 09:57:00.000,2025,,Interim,IAB,Grade 3 ELA - Write and Revise Opinion Texts (FIAB),ELA,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901242,Sample School I,STU000059,Student,Sample59,2025-05-29 10:58:00.000,2025,,Interim,IAB,Grade 3 ELPAC IA-Listening I,ELPAC,03,Complete,Valid,3,1471,64.7,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901243,Sample School J,STU000060,Student,Sample60,2025-05-30 11:59:00.000,2025,,Interim,IAB,Grade 3 ELPAC IA-Listening II,ELPAC,03,Complete,Valid,3,1800,999,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901234,Sample School A,STU000061,Student,Sample61,2025-05-31 12:00:00.000,2025,,Interim,IAB,Grade 3 ELPAC IA-Reading I,ELPAC,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901235,Sample School B,STU000062,Student,Sample62,2025-06-01 13:01:00.000,2025,,Interim,IAB,Grade 3 ELPAC IA-Reading II,ELPAC,03,Complete,Valid,2,1562,37.0,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901237,Sample School D,STU000064,Student,Sample64,2025-06-03 15:03:00.000,2025,,Interim,IAB,Grade 3 MATH - Geometry (FIAB),MATH,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901238,Sample School E,STU000065,Student,Sample65,2025-06-04 16:04:00.000,2025,,Interim Comprehensive,ICA,Grade 3 MATH - Interim Comprehensive Assessment (ICA),MATH,03,Complete,Valid,1,2604,30.5,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901239,Sample School F,STU000066,Student,Sample66,2025-06-05 17:05:00.000,2025,,Interim,IAB,Grade 3 MATH - Linear and Area Measurement (FIAB),MATH,03,Complete,Valid,1,2327,45.7,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901240,Sample School G,STU000067,Student,Sample67,2025-06-06 18:06:00.000,2025,,Interim,IAB,Grade 3 MATH - Measurement and Data (IAB),MATH,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901242,Sample School I,STU000069,Student,Sample69,2025-06-08 20:08:00.000,2025,,Interim,IAB,Grade 3 MATH - Multiply and Divide within 100 (FIAB),MATH,03,Complete,Valid,1,2657,188,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901243,Sample School J,STU000070,Student,Sample70,2025-06-09 21:09:00.000,2025,,Interim,IAB,Grade 3 MATH - Number and Operations - Fractions (FIAB),MATH,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901234,Sample School A,STU000071,Student,Sample71,2025-06-10 22:10:00.000,2025,,Interim,IAB,Grade 3 MATH - Number and Operations in Base Ten (FIAB),MATH,03,Complete,Valid,1,2638,116,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901235,Sample School B,STU000072,Student,Sample72,2025-06-11 23:11:00.000,2025,,Interim,IAB,Grade 3 MATH - Operations and Algebraic Thinking (IAB),MATH,03,Complete,Valid,1,2298,116,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901236,Sample School C,STU000073,Student,Sample73,2025-06-12 00:12:00.000,2025,,Interim,IAB,Grade 3 MATH - Performance Task - Order Form (IAB),MATH,03,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901237,Sample School D,STU000074,Student,Sample74,2025-06-13 01:13:00.000,2025,,Interim,IAB,Grade 3 MATH - Properties of Multiplication and Division (FIAB),MATH,03,Complete,Valid,1,2392,180,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901239,Sample School F,STU000076,Student,Sample76,2025-06-15 03:15:00.000,2025,,Interim,IAB,Grade 4 CAST IA-I,SCI,04,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901240,Sample School G,STU000077,Student,Sample77,2025-06-16 04:16:00.000,2025,,Interim,IAB,Grade 4 CAST IA-II,SCI,04,Complete,Valid,1,170,8.0,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901241,Sample School H,STU000078,Student,Sample78,2025-06-17 05:17:00.000,2025,,Interim,IAB,Grade 4 ELA - Brief Writes (IAB),ELA,04,Complete,Valid,3,2624,52.6989,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901242,Sample School I,STU000079,Student,Sample79,2025-06-18 06:18:00.000,2025,,Interim,IAB,Grade 4 ELA - Editing (FIAB),ELA,04,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901243,Sample School J,STU000080,Student,Sample80,2025-06-19 07:19:00.000,2025,,Interim Comprehensive,ICA,Grade 4 ELA - Interim Comprehensive Assessment (ICA),ELA,04,Complete,Valid,1,2521,30.4,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901234,Sample School A,STU000081,Student,Sample81,2025-06-20 08:20:00.000,2025,,Interim,IAB,Grade 4 ELA - Language and Vocabulary Use (FIAB),ELA,04,Complete,Valid,1,2578,197,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901235,Sample School B,STU000082,Student,Sample82,2025-06-21 09:21:00.000,2025,,Interim,IAB,Grade 4 ELA - Listen/Interpret (FIAB),ELA,04,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,eng,,,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901236,Sample School C,STU000083,Student,Sample83,2025-06-22 10:22:00.000,2025,,Interim,IAB,Grade 4 ELA - Make and Support Inferences (Informational) (FIAB),ELA,04,Complete,Valid,1,2548,105,,,,,,,,,,,,,,,,,,,,spa,01,EL,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901237,Sample School D,STU000084,Student,Sample84,2025-06-23 11:23:00.000,2025,,Interim,IAB,Grade 4 ELA - Make and Support Inferences (Literary) (FIAB),ELA,04,Complete,Valid,1,2281,131,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901238,Sample School E,STU000085,Student,Sample85,2025-06-24 12:24:00.000,2025,,Interim,IAB,Grade 4 ELA - Performance Task - Reptiles (IAB),ELA,04,Partial,Valid,,,,,,,,,,,,,,,,,,,,,,,spa,01,EL,,Yes,,,,,,,,,,,,,
12345678900000,Sample School District,123456789012,12345678901239,Sample School F,STU000086,Student,Sample86,2025-06-25 13:25:00.000,2025,,Interim,IAB,Grade 4 ELA - Read Informational Texts (IAB),ELA,04,Complete,Valid,1,2233,172,,,,,,,,,,,,,,,,,,,,eng,,,,,,,,Yes,,,,,,,,,
