Parent Realm ID,Parent Realm Name,Realm ID,Realm Name,District ID,District Name,Examinee ID,Last Name,First Name,Manifest Name,Test Date,Session Status,Session Exit,Level Score,Scale Score,Middle Name,Birth Date,Email,Address 1,Address 2,City,State,Zip Code,Gender,Education Level,Current Status,Ethnic Reporting Value,Education Status,HighestDegree,EmploymentStatus,English Speaking,Language,Tech Prep,Apprenticeship,On-the-Job Training,Job Corps,Co-op Education,Adult Education,Career Training,Full-time Employment,Part-time Employment,Willing to Move,Hours Worked,Years Worked,Reason For Taking,School Currently,Which Employer,Why School,WorkKeys Source,Certificate ID,Certificate Level
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_6,Last Name_6,First Name_6,WorkKeys Graphic Literacy,4/20/2022 9:10,C,,3,73,Middle Name_6,Birth Date_6,Email_6@gmail.com,Address 1_6,Address 2_6,Aiken,SC,29801,M,11th Grade,"Current high school junior, senior, or recent (12 months) graduate",White,,High school,Employed part time (20 or more hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",na,Still in high school,WKIV,,
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_6,Last Name_6,First Name_6,WorkKeys Workplace Documents,4/20/2022 9:34,C,,< 3,71,Middle Name_6,Birth Date_6,Email_6@gmail.com,Address 1_6,Address 2_6,Aiken,SC,29801,M,11th Grade,"Current high school junior, senior, or recent (12 months) graduate",White,,High school,Employed part time (20 or more hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",na,Still in high school,WKIV,,
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_7,Last Name_7,First Name_7,WorkKeys Applied Math,3/29/2022 9:01,C,,3,73,Middle Name_7,Birth Date_7,Email_7@gmail.com,Address 1_7,Address 2_7,williston,SC,29853,M,10th grade,Currently unemployed,Black/African American,,None,perfernotrespond,,English,,,,,,,,,,,,,personalInfo,"Yes, full time",none,Still in high school,WKIV,XR1RB9CJ40YQ,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_7,Last Name_7,First Name_7,WorkKeys Graphic Literacy,3/29/2022 10:33,C,,3,75,Middle Name_7,Birth Date_7,Email_7@gmail.com,Address 1_7,Address 2_7,williston,SC,29853,M,10th grade,Currently unemployed,Black/African American,,None,perfernotrespond,,English,,,,,,,,,,,,,personalInfo,"Yes, full time",none,Still in high school,WKIV,XR1RB9CJ40YQ,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_7,Last Name_7,First Name_7,WorkKeys Workplace Documents,3/29/2022 7:54,C,,3,75,Middle Name_7,Birth Date_7,Email_7@gmail.com,Address 1_7,Address 2_7,williston,SC,29853,M,10th grade,Currently unemployed,Black/African American,,None,perfernotrespond,,English,,,,,,,,,,,,,personalInfo,"Yes, full time",none,Still in high school,WKIV,XR1RB9CJ40YQ,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_8,Last Name_8,First Name_8,WorkKeys Applied Math,3/29/2022 8:50,C,,3,75,Middle Name_8,Birth Date_8,,Address 1_8,Address 2_8,Aiken,SC,29801,F,12th Grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,None,Unemployed -- seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,96K4HBHTWR28,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_8,Last Name_8,First Name_8,WorkKeys Graphic Literacy,3/29/2022 10:31,C,,5,80,Middle Name_8,Birth Date_8,,Address 1_8,Address 2_8,Aiken,SC,29801,F,12th Grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,None,Unemployed -- seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,96K4HBHTWR28,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_8,Last Name_8,First Name_8,WorkKeys Workplace Documents,3/29/2022 7:47,C,,4,79,Middle Name_8,Birth Date_8,,Address 1_8,Address 2_8,Aiken,SC,29801,F,12th Grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,None,Unemployed -- seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,96K4HBHTWR28,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_9,Last Name_9,First Name_9,WorkKeys Applied Math,3/29/2022 9:57,C,,3,75,Middle Name_9,Birth Date_9,Email_9@gmail.com,Address 1_9,Address 2_9,Graniteville,SC,29829,F,11th Grade,Currently unemployed,Black/African American,,perfernotrespond,Unemployed -- seeking employment,,English,,,,,,,,,,,,,perfernotrespond,"Yes, full time",,Still in high school,WKIV,F9Y0GNHK0D2P,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_9,Last Name_9,First Name_9,WorkKeys Graphic Literacy,3/30/2022 7:41,C,,3,75,Middle Name_9,Birth Date_9,Email_9@gmail.com,Address 1_9,Address 2_9,Graniteville,SC,29829,F,11th Grade,Currently unemployed,Black/African American,,perfernotrespond,Unemployed -- seeking employment,,English,,,,,,,,,,,,,perfernotrespond,"Yes, full time",,Still in high school,WKIV,F9Y0GNHK0D2P,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_9,Last Name_9,First Name_9,WorkKeys Workplace Documents,3/29/2022 8:14,C,,4,77,Middle Name_9,Birth Date_9,Email_9@gmail.com,Address 1_9,Address 2_9,Graniteville,SC,29829,F,11th Grade,Currently unemployed,Black/African American,,perfernotrespond,Unemployed -- seeking employment,,English,,,,,,,,,,,,,perfernotrespond,"Yes, full time",,Still in high school,WKIV,F9Y0GNHK0D2P,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_10,Last Name_10,First Name_10,WorkKeys Applied Math,3/29/2022 9:11,C,,3,75,Middle Name_10,Birth Date_10,,Address 1_10,Address 2_10,aiken,SC,29801,M,11th Grade,"Currently employed local, state, or federal government",Black/African American,,None,Employed part time (20 or more hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,KM9VC0DW3TFB,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_10,Last Name_10,First Name_10,WorkKeys Graphic Literacy,3/29/2022 10:44,C,,3,74,Middle Name_10,Birth Date_10,,Address 1_10,Address 2_10,aiken,SC,29801,M,11th Grade,"Currently employed local, state, or federal government",Black/African American,,None,Employed part time (20 or more hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,KM9VC0DW3TFB,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_10,Last Name_10,First Name_10,WorkKeys Workplace Documents,3/29/2022 7:43,C,,4,79,Middle Name_10,Birth Date_10,,Address 1_10,Address 2_10,aiken,SC,29801,M,11th Grade,"Currently employed local, state, or federal government",Black/African American,,None,Employed part time (20 or more hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,KM9VC0DW3TFB,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_11,Last Name_11,First Name_11,WorkKeys Applied Math,3/29/2022 9:22,C,,3,75,Middle Name_11,Birth Date_11,Email_11@gmail.com,Address 1_11,Address 2_11,Aiken,SC,29801,M,10th grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,Elementary/Middle school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",Moore,Still in high school,WKIV,V2MXTFKKWGM8,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_11,Last Name_11,First Name_11,WorkKeys Graphic Literacy,3/29/2022 10:36,C,,4,76,Middle Name_11,Birth Date_11,Email_11@gmail.com,Address 1_11,Address 2_11,Aiken,SC,29801,M,10th grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,Elementary/Middle school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",Moore,Still in high school,WKIV,V2MXTFKKWGM8,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_11,Last Name_11,First Name_11,WorkKeys Workplace Documents,3/29/2022 7:53,C,,4,77,Middle Name_11,Birth Date_11,Email_11@gmail.com,Address 1_11,Address 2_11,Aiken,SC,29801,M,10th grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,Elementary/Middle school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",Moore,Still in high school,WKIV,V2MXTFKKWGM8,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_12,Last Name_12,First Name_12,WorkKeys Applied Math,4/20/2022 9:31,C,,3,73,Middle Name_12,Birth Date_12,,Address 1_12,Address 2_12,aiken,SC,29801,M,11th Grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,High school,Employed part time (20 or more hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,3FTZ44BJTRKQ,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_12,Last Name_12,First Name_12,WorkKeys Graphic Literacy,4/20/2022 8:51,C,,3,75,Middle Name_12,Birth Date_12,,Address 1_12,Address 2_12,aiken,SC,29801,M,11th Grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,High school,Employed part time (20 or more hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,3FTZ44BJTRKQ,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_12,Last Name_12,First Name_12,WorkKeys Workplace Documents,4/20/2022 8:02,C,,4,77,Middle Name_12,Birth Date_12,,Address 1_12,Address 2_12,aiken,SC,29801,M,11th Grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,High school,Employed part time (20 or more hours per week),,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,3FTZ44BJTRKQ,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_13,Last Name_13,First Name_13,WorkKeys Applied Math,4/20/2022 8:03,C,,4,76,Middle Name_13,Birth Date_13,Email_13@gmail.com,Address 1_13,Address 2_13,Aiken,SC,29801,M,11th Grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,High school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,F43GQ521QZZP,Silver
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_13,Last Name_13,First Name_13,WorkKeys Graphic Literacy,4/20/2022 9:07,C,,5,80,Middle Name_13,Birth Date_13,Email_13@gmail.com,Address 1_13,Address 2_13,Aiken,SC,29801,M,11th Grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,High school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,F43GQ521QZZP,Silver
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_13,Last Name_13,First Name_13,WorkKeys Workplace Documents,4/20/2022 10:07,C,,4,77,Middle Name_13,Birth Date_13,Email_13@gmail.com,Address 1_13,Address 2_13,Aiken,SC,29801,M,11th Grade,"Current high school junior, senior, or recent (12 months) graduate",Black/African American,,High school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,school,"Yes, full time",,Still in high school,WKIV,F43GQ521QZZP,Silver
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_14,Last Name_14,First Name_14,WorkKeys Applied Math,4/20/2022 7:51,C,,4,76,Middle Name_14,Birth Date_14,Email_14@gmail.com,Address 1_14,Address 2_14,Trenton,SC,29801,F,11th Grade,"Current high school junior, senior, or recent (12 months) graduate",Hispanic/Latino,,perfernotrespond,perfernotrespond,,English and another language about the same,,,,,,,,,,,,,perfernotrespond,"Yes, full time",,Still in high school,WKIV,,
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_14,Last Name_14,First Name_14,WorkKeys Graphic Literacy,4/20/2022 8:56,C,,3,75,Middle Name_14,Birth Date_14,Email_14@gmail.com,Address 1_14,Address 2_14,Trenton,SC,29801,F,11th Grade,"Current high school junior, senior, or recent (12 months) graduate",Hispanic/Latino,,perfernotrespond,perfernotrespond,,English and another language about the same,,,,,,,,,,,,,perfernotrespond,"Yes, full time",,Still in high school,WKIV,,
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_15,Last Name_15,First Name_15,WorkKeys Applied Math,3/29/2022 10:35,C,,3,74,Middle Name_15,Birth Date_15,Email_15@gmail.com,Address 1_15,Address 2_15,Aiken,SC,29801,M,10th grade,Currently unemployed,Black/African American,,Elementary/Middle school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,personalInfo,"Yes, full time",,"Working toward a degree or certificate, employer-supported",WKIV,RW943JYWM90C,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_15,Last Name_15,First Name_15,WorkKeys Graphic Literacy,3/29/2022 8:56,C,,3,75,Middle Name_15,Birth Date_15,Email_15@gmail.com,Address 1_15,Address 2_15,Aiken,SC,29801,M,10th grade,Currently unemployed,Black/African American,,Elementary/Middle school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,personalInfo,"Yes, full time",,"Working toward a degree or certificate, employer-supported",WKIV,RW943JYWM90C,Bronze
1111111111,Sample Parent Realm Name,2222222222,Sample Realm Name,2222222,Sample District Name,Examinee ID_15,Last Name_15,First Name_15,WorkKeys Workplace Documents,3/29/2022 7:43,C,,3,74,Middle Name_15,Birth Date_15,Email_15@gmail.com,Address 1_15,Address 2_15,Aiken,SC,29801,M,10th grade,Currently unemployed,Black/African American,,Elementary/Middle school,Unemployed -- seeking employment,,English,,,,,,,,,,,,,personalInfo,"Yes, full time",,"Working toward a degree or certificate, employer-supported",WKIV,RW943JYWM90C,Bronze
