Order Number,Test,State Name,Region Name,Region Code,System Name,System Code,District Name,District Code,Building Name,Building Code,Class Name,Class Code,Class Grade,Date Tested,Student Last Name,Student First Name,Student Name/Middle Initial,GUID,Student ID,Secondary Student ID,Student Gender,Date of Birth,Age in Months,Age in Years/Months,Ethnicity String,Filler,Battery,Level,Form,Norm Year,Quartermonth,Semester,Home Reporting,Programs String,Other Info Field 1 Value,Other Info Field 2 Value,Other Info Field 3 Value,Other Info Field 4 Value,Filler,Office Use Subtest Exclusion,Filler,Office Use Only Z Value,Code Character String (A-T),Filler,Test Administrator Use A Value,Filler,Test Administrator Use B Value,Filler,Test Administrator Use C Value,Filler,Test Administrator Use D Value,Filler,Test Administrator Use E Value,Filler,Test Administrator Use F Value,Test Administrator Use G Value,Test Administrator Use H Value,Test Administrator Use I Value,Test Administrator Use J Value,Test Administrator Use K Value,Test Administrator Use L Value,Test Administrator Use M Value,Filler,Test Administrator Use N Value,Filler,Test Administrator Use O Value,Filler,Test Administrator Use P Value,Filler,Test Administrator Use Q Value,Filler,Test Administrator Use R Value,Filler,Test Administrator Use S Value,Filler,Number Attempted (NA),Completion Criteria (CC),Raw Score (RS),Standard Score (SS),Grade Equivalent (GE),Filler,National Percentile Rank (NPR),Filler,National Curve Equivalent (NCE),National Stanine (NS),Filler,PR Valid Flag,Filler,Filler,Filler,Filler,Filler,Predicted Standard Score (PSS),Predicted Grade Equivalent (PGE),Predicted National Percentile Rank (PNPR),Predicted Standard Score Diffs,Predicted Grade Equivalent Diffs,Significant Diff Indicators,Local Percentil Rank,Local Stanine,Catholic - Private PR,HSES PR,Predicted SAT Critical Reading High,Predicted SAT Critical Reading Low,Predicted SAT Math High,Predicted SAT Math Low,Predicted ACT Composite High,Predicted ACT Composite Low,Filler,Filler,Filler,Filler,Filler,LSES PR,Filler,Filler,Filler,Filler,Filler,Filler,Filler,Filler,Filler,Iowa Skill Domain and Cognitive Difficulty Levels Percent Correct,Filler,Common Core Standards (CSS) Domain Percent Correct,College Readiness,Item Responses,Standard Score based on 2011 or 2005 norms,Grade Equivalent based on 2011 or 2005 norms,National Percentile Rank based on 2011 or 2005 norms,National Stanine based on 2011 or 2005 norms,Mode of Administration,Testinstance GUID,Common Core Standards (CSS) without Computation Domain Percent Correct,State Predicted Scale Score: Low Score of Range,State Predicted Scale Score: High Score of Range,State Predicted Scale Score,Filler,RaceI,RaceA,RaceB,Hispanic,RaceP,RaceW,Other,NotHispanic,SpecialEd,504,IEP,GT,FRL,ELL,Migrant,Title1Math,Title1Language,Other1,Other2,NA_R,NA_M,RS_R,RS_M,SS_R,SS_M,NPR_R,NPR_M,NCE_R,NCE_M,NS_R,NS_M
,IOWA,SC,SC,,Fake District Name 01,8881,Fake District Name 01,8881,Building A,8881001,Teacher11,10001,11,10162023,LastName11,FirstName11,MiddleName11,,8888555582,45771,M,6072016,88,704,0001010      0,,S,9,F,11,Fall,2,,100000,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0929554897  46  56  825507      7537269335572531  61    8287,11   1 101 00  00  1001 11 1,054553    658893113954288949792695  853667  688997      4806,535202740881   817398325816831389034126004634180092479849226779294902157420468059092339406,2.6                                         1.0,,061392  18    523856754066  68  99444325242154774135567018,,6668950185417136039506145607615558789935  839117055519  87,9 59326956   1 6 1338 491 1 51,,11   1 11111111111111111  11,,,,,,156152         156   155156152155153152153154154154154155158155155155155      154156,2.1 1.9             2.1     2.1 2.1 1.9 2.1 1.9 2.0 2.0 2.0 2.0 2.0 2.0 2.1 2.2 2.1 2.1 2.0 2.0         2.0 2.1,4839      48  4548374439423944444141455444444545    4148,-490 830     245-728-157-454 626-179 085-711-998                 289-197    -421,0.5                                        -0.9,111000000000000000000000000000000000000000000000000000000,,,,62                     4,174,79,543,62,649,28,,,,,,81                    12,,,,,,,,,,75 79 80 93 91 86 94 67                                     36 67 44100 38 67 50 14,,75 79 76100100                20 19 44100,,ACBABCBABCACABBCACBACC1CAC30BA1BCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCAAC11BA323010CB021BA1AA32C03CA2222400000000000000000000000000000000000000000000000000000000000000000000000000000000000,165                              134,2.6                                         1.0,69                     7,6 2,011110011001101,,,,,,,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,34,37,31,20,165,134,69,7,60,18,6,2
,IOWA,SC,SC,,Fake District Name 01,8881,Fake District Name 01,8881,Building A,8881001,Teacher12,,12,10162023,LastName12,FirstName12,MiddleName12,,8888555583,45772,M,12312015,94,710,0011010      0,,S,13,G,17,Fall,3,,100000,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0724  22102672  4083796328  812249488963563545573129  211855,1000111 1 1 10 01 1   1 1   0,63410693  8585  297581  6373  9344        953665  1143088114,009542412915813   022583093384736174839664627578682947289392984051014741602725093472635289,K.9                                         1.2,,0450957011  8840347061821809510083    77  9755  530989666844,,58455085056327  3731925517057845740677977193816569  56073322,994331891 71  37 8634611112649,,11   1 11111111111111111  11,,,,,,153148         153   152152149152149150150151151151151151155152151151151      151153,2.0 1.7             2.0     1.9 1.9 1.7 1.9 1.7 1.8 1.8 1.9 1.9 1.8 1.8 1.9 2.1 1.9 1.8 1.8 1.8         1.9 2.0,4031      40  3739303530353135353434364634313434    3540,-911-193-996-375 035-343-970-959-151 544 836 970 864-171-376 390-914-622    -248,-1.6,111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,3 8,275,63,178,14,701,70,,,,,,5 21,,,,,,,,,,0 29 40 21 27 21 33 33                                     50 83 44 75 38 58 50 57,,0 29 18 57 27                28 24 44 75,,2212B2B2B221ABB2213212122131BACB22200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCA3C1CBABC32BA133C112B33B2C3A223D23B00000000000000000000000000000000000000000000000000000000000000000000000000000000000,132                              139,K.9                                         1.2,2 11,1 2,011010101000100,,,,,,,0,0,1,1,0,1,0,0,1,0,0,0,0,0,,,,,,35,41,10,22,132,139,2,1,7,5,1,2
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher13,,1,10162023,LastName13,FirstName13,MiddleName13,,8888555584,45773,F,7072016,87,703,0100100      1,,S,9,E,11,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9521  077379770021568029  5772  04    79  39  91  5487078579,100 1 1 10  00  0 1  10 11  1,67  6901183914  54  6090466888    8311  351007  72731748  87,620183   601   951236296      905288   609062569173   128672355572902      708   156937422,2.9                                 1.2     2.2,,80  491370121896334956952400  1343    239245  62  69  12  02,,1220429377150169464902  1304522249  28198818  71285327786330,118232378  3 754676   398692 1,,11   1 11111111111111111  11,,,,,,173175         173   173178169173172160168171171173173173176172172173173      174173,3.1 3.2             3.1     3.0 3.4 2.8 3.0 3.0 2.5 2.8 2.9 2.9 3.0 3.0 3.1 3.2 3.0 3.0 3.0 3.0         3.1 3.0,8483      84  8481808384718382828585828585858787    8584, 513 366-686 353-220    -500 193 243 591     081 199 430 807-611-407 853 243-743,-2.6,111000000000000000000000000000000000000000000000000000000000000,,,,72                 7  49,601,59,494,55,178,88,,,,,,87                23  76,,,,,,,,,,100 86 90100 82100 89 67                               69 27 93100 78 75 38 83 77 71,,100 86 88 86100       52       36 48 63 75,,ACBABCBABCAC0BBCACBACCBCACBC1AC1CAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000AACBAC3B3ABA1BAB3C000000000CACABCA3CBCBABC3CBA232C11ABAABCCB32AADADB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,169                        138   159,2.9                                 1.2     2.2,77                11  55,7 2 2005,010000010011000,,,,,,,0,1,0,0,1,0,0,1,0,,,,,,,,,,,34,41,32,32,169,159,77,55,66,53,7,5
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher14,EID16,2,10162023,LastName14,FirstName14,MiddleName14,,8888555585,45774,F,10202015,96,800,0000010      1,,S,14,F,17,Fall,2,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65  1384    213452  8014749834975157071102  302692  41760123,010   1 1 0 11  1 00110 0 101,6226813387269386055493  8018027621945641  9003534323985741,567   909045780497335784090890475      360269581   261   330573591570217844   549560168412,2.9                                         1.0,,48984101090302684985205028826251626935784348  50669832909651,,089145  54  1475368969678420314378536714214330  892665459597,8741168678158758911151365 7298,,11   1 11111111111111111  11,,,,,,155150         154   154154151154152151152153153153153153157154153154153      153154,2.1 1.8             2.0     2.0 2.0 1.8 2.0 1.9 1.9 1.9 2.0 2.0 1.9 1.9 2.0 2.2 2.0 1.9 2.0 1.9         2.0 2.0,4535      42  4243354137393641413838405141384239    3942,-979     406-793 530 463-486 880        -955-993 934 738    -828    -848 371,0.8                                        -0.9,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,72                     4,266,11,588,16,173,96,,,,,,87                    12,,,,,,,,,,100 86 90100 82 93 89100                                     43 33 56100 38 50 50 43,,100 86 88 86100                20 19 44100,,ACBABCBABCACABBC00B3CCBCACBCBACBCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000C22A3CA21B2BAB1B1BA1BA211A1A31C2BAC44D32400000000000000000000000000000000000000000000000000000000000000000000000000000000000,169                              134,2.9                                         1.0,77                     7,7 2,000100001001101,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,33,41,32,20,169,134,77,7,66,18,7,2
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher15,11001,3,10162023,LastName15,FirstName15,MiddleName15,,8888555586,45775,F,7212016,87,703,0000010      1,,C,8,G,11,Fall,3,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8154156240766384431508867079051520470221  919442218694326433,1   1 0   0 00 0101  1    000,47788506784302901520049953023552829362712857837452802387  21,369         985874745699871   055400733792485840617890   720   343590145663   597602412,3.1                                         2.9,,36948085  500697    36  9122  8717  162656531713  648782  80,,76  405832625639901171  4721  4245431245  607757    947034,47 2 1321 7269 14247 119117323,,11   1 11111111111111111  11,,,,,,172173         172   172177168172171160167170170172172172175171171172172      173172,3.0 3.1             3.0     3.0 3.3 2.8 3.0 2.9 2.5 2.7 2.8 2.8 3.0 3.0 3.0 3.2 2.9 2.9 3.0 3.0         3.0 3.0,8280      83  8380798283718181818484808484848686    8483,-737-712 290 657     270-110 105-474-197-547     595 610 362-555-219-505 694 158,0.1                                         0.0,0,,,,80                    77,813,17,165,72,885,47,,,,,,92                    92,,,,,,,,,,100 86 90100 91 93 94100                                     79100100100 75 83 91 86,,100 86 88100100                36 43 88100,,ACBABCBABCACABBCACB0CCBCACBCBA1BCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCA3CBCBABCB1BACBAC1BABAABCCBACA4D4DB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,174                              170,3.1                                         2.9,86                    81,7 7,0,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,34,41,33,36,174,170,86,81,72,68,7,7
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher16,,4,10162023,LastName16,FirstName16,MiddleName16,,8888555587,45776,M,11232015,95,711,0000010      0,,C,13,E,17,Fall,1,,10000000000,,,,,,00   0 00000000000000000  00,,,1.00E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576359  7597719373033085  611290936372964091277216834125  11,0101  010 1 11000110 00   0 0,1505754212    4706155501  77778669650024898047650945  57  02,882789685251736580774487000051889826232818331967430290939468140384209184642      573174911,1.0                                         K.1,,0609389464  3373578333369803    408571  7355981393  82500000,,863196134851923116  7859  8260534856950792821323409068  8190,1 7313 468655 415519343 995185,,11   1 11111111111111111  11,,,,,,145137         144   143140140142139145141142142141141140142142141141141      142144,1.5 1.2             1.5     1.4 1.3 1.3 1.4 1.2 1.5 1.3 1.4 1.4 1.3 1.3 1.2 1.4 1.4 1.3 1.3 1.3         1.4 1.5,2014      18  1618141211191213131111142212101111    1518, 459-792-546-446    -583 830-048-974-708-815-139-401-589     084 645    -865 540,-1.6,111000000000000000000000000000000000000000000000000000000,,,,4 1,500,58,859,33,239,14,,,,,,8 1,,,,,,,,,,25 21 20 36 36 36 28 33                                     36 17 22 50 50 50 36  0,,25 21 24 14 55                12 14 38 50,,ACBA31121CA12312A11312113C3112C11AA0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013C31CAA11C3A113CBA1121CB31AA1113224A141100000000000000000000000000000000000000000000000000000000000000000000000000000000000,134                              121,1.0                                         K.1,4 1,1 1,000010110010101,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35,41,11,14,134,121,4,1,12,1,1,1
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher17,30014,5,10162023,LastName17,FirstName17,MiddleName17,,8888555588,45777,M,5122016,89,705,0000010      1,,C,10,F,11,Fall,2,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701272739  62427771305602170891696138021673    54020922,11100 101 0 1   0 0  1  00011,7564  5937570868727773136903707912845816  3249697609879921,275      713450077634194027655068034   180144   608396798903   637879640301369436   459201,2.3                                         2.5,,8599  58    984909  190731711051034138  79702982643003  48,,50  6443199665  805251    2464653886212310  466687270586  68,748  311131  9 211323 1 492 13,,11   1 11111111111111111  11,,,,,,166165         166   166169163166165157162164164166166166169165165166166      166166,2.6 2.6             2.7     2.7 2.9 2.5 2.7 2.5 2.3 2.4 2.5 2.5 2.7 2.7 2.7 2.8 2.6 2.6 2.7 2.7         2.7 2.7,7168      74  7470687070616869697373717472727575    7174, 149-814-263         460 561-567     622-770     524-945 864 084    -337-608 047,-0.3                                         0.0,0,,,,47                    63,632,99,567,55,42,79,,,,,,69                    85,,,,,,,,,,50 71 80 93 73 79 89 67                                     86100 67 75 88 92 77 86,,50 71 65100100                36 43 81 75,,ACBABCBABCACABBCACBA1C31A1BC3AC0CAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCAACBCBABC3CBAC3ACC1ABAA3C2BA2A4DADB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,159                              164,2.3                                         2.5,56                    68,5 6,101100111011001,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,34,41,29,34,159,164,56,68,53,60,5,6
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher18,,6,10162023,LastName18,FirstName18,MiddleName18,,8888555589,45778,F,7012016,87,703,0000010      0,,C,10,G,17,Fall,3,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38931228  842727195608  26  707425595439105940365616442746,111 1 010110 010110  1 0  0 1,4887777888781027536417  48102646      9007    43978661152735,294   854651142266   373223      792992744877561808036019786      475876   302121446969473,2.9                                         2.5,,91560759    70748768  7094677635350929  27004823807661278893,,12  529773  86768562380886735529  177469  000964  04    3394,27843114981367315  21521964 11,,11   1 11111111111111111  11,,,,,,176179         176   177181172177175162171174174176176175178175175176176      177176,3.2 3.5             3.2     3.3 3.5 3.0 3.2 3.1 2.6 3.0 3.1 3.1 3.2 3.2 3.2 3.4 3.2 3.2 3.2 3.2         3.3 3.2,8987      88  8984858988798887878989848789899090    8888,-977        -722-961 826 062 708-423-384 855-925-645-240 770-539     267 805,-0.9,110000000000000000000000000000000000000000000000000000000,,,,72                    63,104,57,856,26,87,57,,,,,,87                    85,,,,,,,,,,100 93100 86 91 93 89100                                     93100 78 75 63 92 77 86,,100 93 94100 82                36 52 69 75,,AC3A1CBABCACABBCACBACCBCACBCBAC3CAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCAACBCBABCB1BA132C1BABAA1CCBA2AADADB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,169                              164,2.9                                         2.5,77                    68,7 6,101111011100000,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,35,41,32,34,169,164,77,68,66,60,7,6
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher19,S0110,7,10162023,LastName19,FirstName19,MiddleName19,,8888555590,45779,M,2022016,92,708,0000010      1,,C,12,E,11,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77  0410  93    94294437150857  217058384847    56  64933971,111       1 1 011 1 00111  0,39777254577906    3949662085  78  1927  58  200007568647  48,732635434745   777323417337391382   492   107480069546   106641250   127756092431853067583,3.6                                         2.1,,1869410688  73572634644410121003454484126644567846  191792,,19782166393055  2976  4234  34313441070770  25  1748      19,3163  7692 37 275926 6 2611 13,,11   1 11111111111111111  11,,,,,,168168         168   168172165168167158164166166168168168171167167168168      168168,2.8 2.8             2.8     2.8 3.0 2.6 2.8 2.7 2.4 2.5 2.6 2.6 2.8 2.8 2.8 2.9 2.7 2.7 2.8 2.8         2.8 2.8,7573      77  7774737475647473737777747876767979    7577, 267 011-531 276 939 955 252 142-307 797-386     437 532 480-423-068 978-932 861,0.8                                        -0.6,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,90                    44,607,29,202,8,241,69,,,,,,97                    71,,,,,,,,,,75100100100 91100 94100                                     71100 89 75 50 83 68 86,,75100 94100100                36 33 75 75,,ACBABCBABCACABBCACBACCBCAC3CBACBCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCA3CBCBABC3CBA13AC11ABAA1CCBACA42AD400000000000000000000000000000000000000000000000000000000000000000000000000000000000,182                              157,3.6                                         2.1,93                    50,8 5,0,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,35,41,34,31,182,157,93,50,81,50,8,5
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher20,56067,8,10162023,LastName20,FirstName20,MiddleName20,,8888555591,45780,M,6242016,88,704,0000010      1,,C,9,F,17,Fall,2,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9368521525  7661086332832071615080  14018670  52  31  335830,100  001  1  00  10  101 0  0,273978  186363815790    2260469790  93  3060906914  06609727,377450330787701891            086943540468   827886094756416821878   894566791276293728094,4.1                                         2.9,,9253243406  37  014061  55      4914  5082340553    97963821,,67  70766107  189859  89625656  64  425080      654603345519,61 6 1814241 41  3 2 99 72 613,,11   1 11111111111111111  11,,,,,,174176         174   175179170175174161169172172174174174177173173175174      175174,3.1 3.2             3.1     3.1 3.4 2.9 3.1 3.1 2.5 2.8 3.0 3.0 3.1 3.1 3.1 3.3 3.1 3.1 3.1 3.1         3.1 3.1,8684      85  8782828687758584848787838686868988    8685, 170-140     274-611-891 290 439-187-330 640 968-018 315-064-009-179-650 468-445,1.0                                        -0.2,110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,94                    77,737,75,535,73,23,95,,,,,,98                    92,,,,,,,,,,100100100100100100100100                                    100100 78 75 75 92 91 71,,100100100100100                36 52 81 75,,ACBABCBABCACABBCACBACCBCACBCBACBCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCAACBCBAB13CBAC1ACCBABAABCCB32AADADB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,190                              170,4.1                                         2.9,96                    81,9 7,101011100110100,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,35,41,35,36,190,170,96,81,87,68,9,7
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher21,,9,10162023,LastName21,FirstName21,MiddleName21,,8888555592,45781,F,4152016,90,706,0010010      0,,C,8,G,11,Fall,3,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14027961  221699069047197727101700174907220180  961612715263,0 0 1 01 11 0    00   1    00,65534159  0740422454161013479567  25  710311826955  41564999,796894598269074686364880095626607422315945208680520386648174   142360711817570713969849672,1.7                                         2.0,,31521597  474735    3053  6407  5564553743  81  856051053045,,884633528700223415690543  948210  4878  23    50668898003682,16 17  7 9322162167 7781362985,,11   1 11111111111111111  11,,,,,,153148         153   152152149152149150150151151151151151155152151151151      151153,2.0 1.7             2.0     1.9 1.9 1.7 1.9 1.7 1.8 1.8 1.9 1.9 1.8 1.8 1.9 2.1 1.9 1.8 1.8 1.8         1.9 2.0,4031      40  3739303530353135353434364634313434    3540, 418-668 666-939-454 622 381-115 840 640-134-273-326     133-880-164-648-049 749,-0.3                                         0.3,0,,,,24                    38,57,16,806,42,440,85,,,,,,39                    65,,,,,,,,,,25 57 50 64 73 79 50 67                                     86100 44100 50 83 73 57,,25 57 53 57 82                36 43 50100,,AC3A1CBABCACA3BC3C32CC113C32B2C1CAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCA2CBCBABC3CBACB2C1BABA31C2B32A4DAD400000000000000000000000000000000000000000000000000000000000000000000000000000000000,148                              155,1.7                                         2.0,26                    44,4 5,110110110001000,,,,,,,0,0,1,0,0,1,0,0,0,,,,,,,,,,,35,41,22,30,148,155,26,44,37,47,4,5
,IOWA,SC,SC,,Fake District Name 03,8883,Fake District Name 03,8883,Building C,8883003,Teacher22,,10,10162023,LastName22,FirstName22,MiddleName22,,8888555593,45782,M,2152016,92,708,0000010      0,,C,6,E,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9185  555551261156289195855666798346  230560603423737658  63,001 1 0   101   1 0 00   0  0,9615643076772889035365741820  5292  364945824895593484801754,348586637964337910   886924   433409   595941858704147375244370   279561190   814      319,1.9                                         1.8,,09123920474031981974014342845709167437585687  40645097015357,,167933  706294204137  123044  798561  03  302284  98  504659,71 36591196197699184  96415665,,11   1 11111111111111111  11,,,,,,155150         154   154154151154152151152153153153153153157154153154153      153154,2.1 1.8             2.0     2.0 2.0 1.8 2.0 1.9 1.9 1.9 2.0 2.0 1.9 1.9 2.0 2.2 2.0 1.9 2.0 1.9         2.0 2.0,4535      42  4243354137393641413838405141384239    3942, 367 960    -603     729-370 335     091-357-326-986-804 110 791-392-436-162 588,-0.3,0,,,,30                    28,983,65,437,86,565,84,,,,,,49                    52,,,,,,,,,,50 43 70 64 73 64 83  0                                     71100 56100 38 83 64 57,,50 43 41100 91                36 33 50100,,ACBABCBAB2ACABBCACBA1C12A1B23A1B13300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCA3CBCBABC3CB3*BAC11A3AA1C2BA2A424DB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,151                              151,1.9                                         1.8,34                    34,4 4,100000100001100,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,35,41,24,28,151,151,34,34,41,41,4,4
,IOWA,SC,SC,,Fake District Name 03,8883,Fake District Name 03,8883,Building C,8883003,Teacher23,,11,10162023,LastName23,FirstName23,MiddleName23,,8888555594,45783,M,8272016,86,702,0000010      0,,C,11,F,11,Fall,2,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,051391  557567  03870569271640  44  18290293038027  4689,0 11 0 10   111 1  1 10  11 1,3304449828827544481206396892    92702338  851861  98  878291,080429469704669332240094522460680322480488572749487903372335428923793770044591352441623828,1.4                                         1.5,,265405  90403157132687017137  89    757627703396  6974    55,,547557  86  8686  611541487987    68785864195938093003013783,4432884  915 9 4465229 19 1858,,11   1 11111111111111111  11,,,,,,170170         170   170174166170169159166168168170170170173169169170170      170170,2.9 2.9             2.9     2.9 3.2 2.7 2.9 2.8 2.4 2.6 2.7 2.7 2.9 2.9 2.9 3.0 2.8 2.8 2.9 2.9         2.9 2.9,7976      81  8177757879677977778181778180808282    7981, 590 233 643    -973-066 581 566 105     717    -881    -219 709 390 685    -237,-2.8,111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,12 16,315,26,969,81,586,81,,,,,,20                    32,,,,,,,,,,75 21 30 43 64 50 50  0                                     64 83 44100 38 67 64 43,,75 21 35 29 73                28 33 44100,,ACBA3CBAB22C2B1232BA1C11ACB11311123000000000000000000000000000000000000000000000000000012000000000000000000000000000000000000000000000000000000000000000001A1ABCA2CBCBA313C1ACBAC1BABA312C3A2A4D4D400000000000000000000000000000000000000000000000000000000000000000000000000000000000,141                              145,1.4                                         1.5,12 21,3 3,110001000010001,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,35,41,16,25,141,145,12,21,25,33,3,3
,IOWA,SC,SC,,Fake District Name 03,8883,Fake District Name 03,8883,Building C,8883003,Teacher24,EID17,12,10162023,LastName24,FirstName24,MiddleName24,,8888555595,45784,F,12162015,94,710,0000010      1,,C,14,G,17,Fall,3,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3706  21  8707  4961664843  69090862  98745579  5129342714,11  001  11 00 11 1 00  1  00,7632142133658990  12  713551    62871280172578  21  8788  66,052386765648678174449840164309840474334287274   888114965463129187440893247314220   897859,2.1                                         1.5,,26229474807907995365859298795801685016860726  00520584624122,,4675  7099  38  47074251888350  5953206522  8550986715753224,951312  885 4141   36 912 775,,11   1 11111111111111111  11,,,,,,150144         150   149148146148146149147148148148147148151148148148148      148150,1.8 1.5             1.8     1.7 1.7 1.6 1.7 1.6 1.7 1.6 1.7 1.7 1.7 1.6 1.7 1.9 1.6 1.6 1.7 1.7         1.7 1.8,3224      32  2931242423312327272523303824242626    2832,-910 260-988-427 937 798-895-360    -761-228 106-373    -495 179    -282 977,0.3                                        -0.1,0,,,,38                    16,441,92,61,76,703,16,,,,,,60                    32,,,,,,,,,,50 79 80 86 64 93 72 33                                     57100 67100 13 75 55 57,,50 79 76 57 91                32 29 44100,,ACBABCBA0CACA0BC3CBACCBCA13213CBCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACAB2A2CBC3A311CB31B2C11ABA23CCB3CA2D4DB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,155                              145,2.1                                         1.5,45                    21,5 3,111111001110111,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,33,41,27,25,155,145,45,21,47,33,5,3
