Order Number,Test,State Name,Region Name,Region Code,System Name,System Code,District Name,District Code,Building Name,Building Code,Class Name,Class Code,Class Grade,Date Tested,Student Last Name,Student First Name,Student Name/Middle Initial,GUID,Student ID,Secondary Student ID,Student Gender,Date of Birth,Age in Months,Age in Years/Months,Ethnicity String,Filler,Battery,Level,Form,Norm Year,Quartermonth,Semester,Home Reporting,Programs String,Other Info Field 1 Value,Other Info Field 2 Value,Other Info Field 3 Value,Other Info Field 4 Value,Filler,Office Use Subtest Exclusion,Filler,Office Use Only Z Value,Code Character String (A-T),Filler,Test Administrator Use A Value,Filler,Test Administrator Use B Value,Filler,Test Administrator Use C Value,Filler,Test Administrator Use D Value,Filler,Test Administrator Use E Value,Filler,Test Administrator Use F Value,Test Administrator Use G Value,Test Administrator Use H Value,Test Administrator Use I Value,Test Administrator Use J Value,Test Administrator Use K Value,Test Administrator Use L Value,Test Administrator Use M Value,Filler,Test Administrator Use N Value,Filler,Test Administrator Use O Value,Filler,Test Administrator Use P Value,Filler,Test Administrator Use Q Value, Filler,Test Administrator Use R Value,Filler,Test Administrator Use S Value,Filler,Number Attempted (NA),Completion Criteria (CC),Raw Score (RS),Standard Score (SS),Grade Equivalent (GE),Filler,National Percentile Rank (NPR),Filler,National Curve Equivalent (NCE),National Stanine (NS),Filler,PR Valid Flag,Filler,Filler,Filler,Filler,Filler,Predicted Standard Score (PSS),Predicted Grade Equivalent (PGE),Predicted National Percentile Rank (PNPR),Predicted Standard Score Diffs,Predicted Grade Equivalent Diffs,Significant Diff Indicators,Local Percentil Rank,Local Stanine,Catholic - Private PR,HSES PR,Predicted SAT Critical Reading High,Predicted SAT Critical Reading Low,Predicted SAT Math High,Predicted SAT Math Low,Predicted ACT Composite High,Predicted ACT Composite Low,Filler,Filler,Filler,Filler,Filler,LSES PR,Filler,Filler,Filler,Filler,Filler,Filler,Filler,Filler,Filler,Iowa Skill Domain and Cognitive Difficulty Levels Percent Correct,Filler,Common Core Standards (CSS) Domain Percent Correct,College Readiness,Item Responses,Standard Score based on 2011 or 2005 norms,Grade Equivalent based on 2011 or 2005 norms,National Percentile Rank based on 2011 or 2005 norms,National Stanine based on 2011 or 2005 norms,Mode of Administration,Testinstance GUID,Common Core Standards (CSS) without Computation Domain Percent Correct,State Predicted Scale Score: Low Score of Range,State Predicted Scale Score: High Score of Range,State Predicted Scale Score,Filler,RaceI,RaceA,RaceB,Hispanic,RaceP,RaceW,Other,NotHispanic,SpecialEd,504,IEP,GT,FRL,ELL,Migrant,Title1Math,Title1Language,Other1,Other2,NA_R,NA_M,RS_R,RS_M,SS_R,SS_M,NPR_R,NPR_M,NCE_R,NCE_M,NS_R,NS_M
,IOWA,SC,SC,,Fake District Name 01,8881,Fake District Name 01,8881,Building A,8881001,Teacher11,10001,2,10162023,LastName11,FirstName11,MiddleName11,,8888555582,45771,M,6072016,88,704,0001010      0,,C,7,G,17,Fall,1,,100000,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34 0       0     0 0  37 0           0 0,10   0 00001000000000000  00,31                    20,165                              134,2.6                                         1.0,,69                     7,,60                    18,6          2,,11   1 11111111111111111  11,,,,,,156152         156   155156152155153152153154154154154155158155155155155      154156,2.1 1.9             2.1     2.1 2.1 1.9 2.1 1.9 2.0 2.0 2.0 2.0 2.0 2.0 2.1 2.2 2.1 2.1 2.0 2.0         2.0 2.1,4839      48  4548374439423944444141455444444545    4148,19-Sep,0.5                                        -0.9,1.11E+56,,,,62                     4,,,,,,,,,,,,81                    12,,,,,,,,,,75 79 80 93 91 86 94 67                                     36 67 44100 38 67 50 14,,75 79 76100100                20 19 44100,,ACBABCBABCACABBCACBACC1CAC30BA1BCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCAAC11BA323010CB021BA1AA32C03CA2222400000000000000000000000000000000000000000000000000000000000000000000000000000000000,165                              134,2.6                                         1.0,69                     7,6          2,1.00E+11,,,,,,,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,34,37,31,20,165,134,69,7,60,18,6,2
,IOWA,SC,SC,,Fake District Name 01,8881,Fake District Name 01,8881,Building A,8881001,Teacher12,,2,10162023,LastName12,FirstName12,MiddleName12,,8888555583,45772,M,12312015,94,710,0011010      0,,C,7,G,17,Fall,1,,100000,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,10                    22,132                              139,K.9                                         1.2,,2                    11,,7                    25,1          2,,11   1 11111111111111111  11,,,,,,153148         153   152152149152149150150151151151151151155152151151151      151153,2.0 1.7             2.0     1.9 1.9 1.7 1.9 1.7 1.8 1.8 1.9 1.9 1.8 1.8 1.9 2.1 1.9 1.8 1.8 1.8         1.9 2.0,4031      40  3739303530353135353434364634313434    3540,-31,-1.6,1.11E+89,,,,3                     8,,,,,,,,,,,,5                    21,,,,,,,,,,0 29 40 21 27 21 33 33                                     50 83 44 75 38 58 50 57,,0 29 18 57 27                28 24 44 75,,2212B2B2B221ABB2213212122131BACB22200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCA3C1CBABC32BA133C112B33B2C3A223D23B00000000000000000000000000000000000000000000000000000000000000000000000000000000000,132                              139,K.9                                         1.2,2                    11,1          2,0,,,,,,,0,0,1,1,0,1,0,0,1,0,0,0,0,0,,,,,,35,41,10,22,132,139,2,1,7,5,1,2
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher13,,2,10162023,LastName13,FirstName13,MiddleName13,,8888555584,45773,F,7072016,87,703,0100100      1,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34 0       0     018  41 0           0 0,10   0 00101000000000000  00,32                14  32,169                        138   159,2.9                                 1.2     2.2,,77                11  55,,66                24  53,7        2 5,,11   1 11111111111111111  11,,,,,,173175         173   173178169173172160168171171173173173176172172173173      174173,3.1 3.2             3.1     3.0 3.4 2.8 3.0 3.0 2.5 2.8 2.9 2.9 3.0 3.0 3.1 3.2 3.0 3.0 3.0 3.0         3.1 3.0,8483      84  8481808384718382828585828585858787    8584,-48,-2.6,1.11E+62,,,,72                 7  49,,,,,,,,,,,,87                23  76,,,,,,,,,,100 86 90100 82100 89 67                               69 27 93100 78 75 38 83 77 71,,100 86 88 86100       52       36 48 63 75,,ACBABCBABCAC0BBCACBACCBCACBC1AC1CAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000AACBAC3B3ABA1BAB3C000000000CACABCA3CBCBABC3CBA232C11ABAABCCB32AADADB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,169                        138   159,2.9                                 1.2     2.2,77                11  55,7        2 5,0,,,,,,,0,1,0,0,1,0,0,1,0,,,,,,,,,,,34,41,32,32,169,159,77,55,66,53,7,5
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher14,EID16,2,10162023,LastName14,FirstName14,MiddleName14,,8888555585,45774,F,10202015,96,800,0000010      1,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,32                    20,169                              134,2.9                                         1.0,,77                     7,,66                    18,7          2,,11   1 11111111111111111  11,,,,,,155150         154   154154151154152151152153153153153153157154153154153      153154,2.1 1.8             2.0     2.0 2.0 1.8 2.0 1.9 1.9 1.9 2.0 2.0 1.9 1.9 2.0 2.2 2.0 1.9 2.0 1.9         2.0 2.0,4535      42  4243354137393641413838405141384239    3942,14                                         -18,0.8                                        -0.9,1.00E+89,,,,72                     4,,,,,,,,,,,,87                    12,,,,,,,,,,100 86 90100 82 93 89100                                     43 33 56100 38 50 50 43,,100 86 88 86100                20 19 44100,,ACBABCBABCACABBC00B3CCBCACBCBACBCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000C22A3CA21B2BAB1B1BA1BA211A1A31C2BAC44D32400000000000000000000000000000000000000000000000000000000000000000000000000000000000,169                              134,2.9                                         1.0,77                     7,7          2,1.00E+11,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,33,41,32,20,169,134,77,7,66,18,7,2
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher15,11001,2,10162023,LastName15,FirstName15,MiddleName15,,8888555586,45775,F,7212016,87,703,0000010      1,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,33                    36,174                              170,3.1                                         2.9,,86                    81,,72                    68,7          7,,11   1 11111111111111111  11,,,,,,172173         172   172177168172171160167170170172172172175171171172172      173172,3.0 3.1             3.0     3.0 3.3 2.8 3.0 2.9 2.5 2.7 2.8 2.8 3.0 3.0 3.0 3.2 2.9 2.9 3.0 3.0         3.0 3.0,8280      83  8380798283718181818484808484848686    8483,1-Feb,0.1                                         0.0,0,,,,80                    77,,,,,,,,,,,,92                    92,,,,,,,,,,100 86 90100 91 93 94100                                     79100100100 75 83 91 86,,100 86 88100100                36 43 88100,,ACBABCBABCACABBCACB0CCBCACBCBA1BCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCA3CBCBABCB1BACBAC1BABAABCCBACA4D4DB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,174                              170,3.1                                         2.9,86                    81,7          7,10000011100,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,34,41,33,36,174,170,86,81,72,68,7,7
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher16,,2,10162023,LastName16,FirstName16,MiddleName16,,8888555587,45776,M,11232015,95,711,0000010      0,,C,7,G,17,Fall,1,,10000000000,,,,,,00   0 00000000000000000  00,,,1.00E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,11                    14,134                              121,1.0                                         K.1,,4                     1,,12                     1,1          1,,11   1 11111111111111111  11,,,,,,145137         144   143140140142139145141142142141141140142142141141141      142144,1.5 1.2             1.5     1.4 1.3 1.3 1.4 1.2 1.5 1.3 1.4 1.4 1.3 1.3 1.2 1.4 1.4 1.3 1.3 1.3         1.4 1.5,2014      18  1618141211191213131111142212101111    1518,-29,-1.6,1.11E+56,,,,4                     1,,,,,,,,,,,,8                     1,,,,,,,,,,25 21 20 36 36 36 28 33                                     36 17 22 50 50 50 36  0,,25 21 24 14 55                12 14 38 50,,ACBA31121CA12312A11312113C3112C11AA0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013C31CAA11C3A113CBA1121CB31AA1113224A141100000000000000000000000000000000000000000000000000000000000000000000000000000000000,134                              121,1.0                                         K.1,4                     1,1          1,0,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35,41,11,14,134,121,4,1,12,1,1,1
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher17,30014,2,10162023,LastName17,FirstName17,MiddleName17,,8888555588,45777,M,5122016,89,705,0000010      1,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,29                    34,159                              164,2.3                                         2.5,,56                    68,,53                    60,5          6,,11   1 11111111111111111  11,,,,,,166165         166   166169163166165157162164164166166166169165165166166      166166,2.6 2.6             2.7     2.7 2.9 2.5 2.7 2.5 2.3 2.4 2.5 2.5 2.7 2.7 2.7 2.8 2.6 2.6 2.7 2.7         2.7 2.7,7168      74  7470687070616869697373717472727575    7174,-8,-0.3                                         0.0,0,,,,47                    63,,,,,,,,,,,,69                    85,,,,,,,,,,50 71 80 93 73 79 89 67                                     86100 67 75 88 92 77 86,,50 71 65100100                36 43 81 75,,ACBABCBABCACABBCACBA1C31A1BC3AC0CAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCAACBCBABC3CBAC3ACC1ABAA3C2BA2A4DADB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,159                              164,2.3                                         2.5,56                    68,5          6,1.00E+11,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,34,41,29,34,159,164,56,68,53,60,5,6
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher18,,2,10162023,LastName18,FirstName18,MiddleName18,,8888555589,45778,F,7012016,87,703,0000010      0,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,32                    34,169                              164,2.9                                         2.5,,77                    68,,66                    60,7          6,,11   1 11111111111111111  11,,,,,,176179         176   177181172177175162171174174176176175178175175176176      177176,3.2 3.5             3.2     3.3 3.5 3.0 3.2 3.1 2.6 3.0 3.1 3.1 3.2 3.2 3.2 3.4 3.2 3.2 3.2 3.2         3.3 3.2,8987      88  8984858988798887878989848789899090    8888,-18,-0.9,1.10E+56,,,,72                    63,,,,,,,,,,,,87                    85,,,,,,,,,,100 93100 86 91 93 89100                                     93100 78 75 63 92 77 86,,100 93 94100 82                36 52 69 75,,AC3A1CBABCACABBCACBACCBCACBCBAC3CAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCAACBCBABCB1BA132C1BABAA1CCBA2AADADB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,169                              164,2.9                                         2.5,77                    68,7          6,0,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,35,41,32,34,169,164,77,68,66,60,7,6
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher19,S0110,2,10162023,LastName19,FirstName19,MiddleName19,,8888555590,45779,M,2022016,92,708,0000010      1,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,34                    31,182                              157,3.6                                         2.1,,93                    50,,81                    50,8          5,,11   1 11111111111111111  11,,,,,,168168         168   168172165168167158164166166168168168171167167168168      168168,2.8 2.8             2.8     2.8 3.0 2.6 2.8 2.7 2.4 2.5 2.6 2.6 2.8 2.8 2.8 2.9 2.7 2.7 2.8 2.8         2.8 2.8,7573      77  7774737475647473737777747876767979    7577,14                                         -10,0.8                                        -0.6,1.00E+89,,,,90                    44,,,,,,,,,,,,97                    71,,,,,,,,,,75100100100 91100 94100                                     71100 89 75 50 83 68 86,,75100 94100100                36 33 75 75,,ACBABCBABCACABBCACBACCBCAC3CBACBCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCA3CBCBABC3CBA13AC11ABAA1CCBACA42AD400000000000000000000000000000000000000000000000000000000000000000000000000000000000,182                              157,3.6                                         2.1,93                    50,8          5,1.00E+11,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,35,41,34,31,182,157,93,50,81,50,8,5
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher20,56067,2,10162023,LastName20,FirstName20,MiddleName20,,8888555591,45780,M,6242016,88,704,0000010      1,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,35                    36,190                              170,4.1                                         2.9,,96                    81,,87                    68,9          7,,11   1 11111111111111111  11,,,,,,174176         174   175179170175174161169172172174174174177173173175174      175174,3.1 3.2             3.1     3.1 3.4 2.9 3.1 3.1 2.5 2.8 3.0 3.0 3.1 3.1 3.1 3.3 3.1 3.1 3.1 3.1         3.1 3.1,8684      85  8782828687758584848787838686868988    8685,16                                          -4,1.0                                        -0.2,1.10E+89,,,,94                    77,,,,,,,,,,,,98                    92,,,,,,,,,,100100100100100100100100                                    100100 78 75 75 92 91 71,,100100100100100                36 52 81 75,,ACBABCBABCACABBCACBACCBCACBCBACBCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCAACBCBAB13CBAC1ACCBABAABCCB32AADADB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,190                              170,4.1                                         2.9,96                    81,9          7,1.00E+11,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,35,41,35,36,190,170,96,81,87,68,9,7
,IOWA,SC,SC,,Fake District Name 02,8882,Fake District Name 02,8882,Building B,8882002,Teacher21,,2,10162023,LastName21,FirstName21,MiddleName21,,8888555592,45781,F,4152016,90,706,0010010      0,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,22                    30,148                              155,1.7                                         2.0,,26                    44,,37                    47,4          5,,11   1 11111111111111111  11,,,,,,153148         153   152152149152149150150151151151151151155152151151151      151153,2.0 1.7             2.0     1.9 1.9 1.7 1.9 1.7 1.8 1.8 1.9 1.9 1.8 1.8 1.9 2.1 1.9 1.8 1.8 1.8         1.9 2.0,4031      40  3739303530353135353434364634313434    3540,-5                                           6,-0.3                                         0.3,0,,,,24                    38,,,,,,,,,,,,39                    65,,,,,,,,,,25 57 50 64 73 79 50 67                                     86100 44100 50 83 73 57,,25 57 53 57 82                36 43 50100,,AC3A1CBABCACA3BC3C32CC113C32B2C1CAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCA2CBCBABC3CBACB2C1BABA31C2B32A4DAD400000000000000000000000000000000000000000000000000000000000000000000000000000000000,148                              155,1.7                                         2.0,26                    44,4          5,0,,,,,,,0,0,1,0,0,1,0,0,0,,,,,,,,,,,35,41,22,30,148,155,26,44,37,47,4,5
,IOWA,SC,SC,,Fake District Name 03,8883,Fake District Name 03,8883,Building C,8883003,Teacher22,,2,10162023,LastName22,FirstName22,MiddleName22,,8888555593,45782,M,2152016,92,708,0000010      0,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,24                    28,151                              151,1.9                                         1.8,,34                    34,,41                    41,4          4,,11   1 11111111111111111  11,,,,,,155150         154   154154151154152151152153153153153153157154153154153      153154,2.1 1.8             2.0     2.0 2.0 1.8 2.0 1.9 1.9 1.9 2.0 2.0 1.9 1.9 2.0 2.2 2.0 1.9 2.0 1.9         2.0 2.0,4535      42  4243354137393641413838405141384239    3942,-5,-0.3,0,,,,30                    28,,,,,,,,,,,,49                    52,,,,,,,,,,50 43 70 64 73 64 83  0                                     71100 56100 38 83 64 57,,50 43 41100 91                36 33 50100,,ACBABCBAB2ACABBCACBA1C12A1B23A1B13300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCA3CBCBABC3CB3*BAC11A3AA1C2BA2A424DB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,151                              151,1.9                                         1.8,34                    34,4          4,0,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,35,41,24,28,151,151,34,34,41,41,4,4
,IOWA,SC,SC,,Fake District Name 03,8883,Fake District Name 03,8883,Building C,8883003,Teacher23,,2,10162023,LastName23,FirstName23,MiddleName23,,8888555594,45783,M,8272016,86,702,0000010      0,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 0       2     0 0  41 0           0 0,10   0 00001000000000000  00,16                    25,141                              145,1.4                                         1.5,,12                    21,,25                    33,3          3,,11   1 11111111111111111  11,,,,,,170170         170   170174166170169159166168168170170170173169169170170      170170,2.9 2.9             2.9     2.9 3.2 2.7 2.9 2.8 2.4 2.6 2.7 2.7 2.9 2.9 2.9 3.0 2.8 2.8 2.9 2.9         2.9 2.9,7976      81  8177757879677977778181778180808282    7981,-53,-2.8,1.11E+89,,,,12                    16,,,,,,,,,,,,20                    32,,,,,,,,,,75 21 30 43 64 50 50  0                                     64 83 44100 38 67 64 43,,75 21 35 29 73                28 33 44100,,ACBA3CBAB22C2B1232BA1C11ACB11311123000000000000000000000000000000000000000000000000000012000000000000000000000000000000000000000000000000000000000000000001A1ABCA2CBCBA313C1ACBAC1BABA312C3A2A4D4D400000000000000000000000000000000000000000000000000000000000000000000000000000000000,141                              145,1.4                                         1.5,12                    21,3          3,0,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,35,41,16,25,141,145,12,21,25,33,3,3
,IOWA,SC,SC,,Fake District Name 03,8883,Fake District Name 03,8883,Building C,8883003,Teacher24,EID17,2,10162023,LastName24,FirstName24,MiddleName24,,8888555595,45784,F,12162015,94,710,0000010      1,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,27                    25,155                              145,2.1                                         1.5,,45                    21,,47                    33,5          3,,11   1 11111111111111111  11,,,,,,150144         150   149148146148146149147148148148147148151148148148148      148150,1.8 1.5             1.8     1.7 1.7 1.6 1.7 1.6 1.7 1.6 1.7 1.7 1.7 1.6 1.7 1.9 1.6 1.6 1.7 1.7         1.7 1.8,3224      32  2931242423312327272523303824242626    2832,1-May,0.3                                        -0.1,0,,,,38                    16,,,,,,,,,,,,60                    32,,,,,,,,,,50 79 80 86 64 93 72 33                                     57100 67100 13 75 55 57,,50 79 76 57 91                32 29 44100,,ACBABCBA0CACA0BC3CBACCBCA13213CBCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACAB2A2CBC3A311CB31B2C11ABA23CCB3CA2D4DB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,155                              145,2.1                                         1.5,45                    21,5          3,1.00E+11,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,33,41,27,25,155,145,45,21,47,33,5,3
,IOWA,SC,SC,,Fake District Name 03,8883,Fake District Name 03,8883,Building C,8883003,Teacher25,,2,10162023,LastName25,FirstName25,MiddleName25,,8888555596,45785,M,8242015,98,802,0000010      0,,C,7,G,17,Fall,1,,10000000000,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,26                    31,154                              157,2.0                                         2.1,,43                    50,,46                    50,5          5,,11   1 11111111111111111  11,,,,,,155151         155   154155152154152152152153153153153154158154154154154      153155,2.1 1.8             2.1     2.0 2.1 1.9 2.0 1.9 2.0 1.9 2.0 2.0 1.9 1.9 2.0 2.2 2.0 2.0 2.0 2.0         2.0 2.1,4537      45  4246374137423641413838425441414242    3945,-1                                           5,-0.1                                         0.2,0,,,,36                    44,,,,,,,,,,,,57                    71,,,,,,,,,,75 64 80 64 82 79 67100                                     79100 56 75 75 83 82 43,,75 64 71 57 91                32 43 69 75,,A1BABCBABCAC21BCACB321BCAC3CB3CB2AA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCAACBCBAB131BAC3ACCBA3AA1C2BA2AAD4D400000000000000000000000000000000000000000000000000000000000000000000000000000000000,154                              157,2.0                                         2.1,43                    50,5          5,0,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35,41,26,31,154,157,43,50,46,50,5,5
,IOWA,SC,SC,,Fake District Name 03,8883,Fake District Name 03,8883,Building B,8882002,Teacher26,37100,2,10162023,LastName26,FirstName26,MiddleName26,,8888555597,45786,M,2142016,92,708,0101110      0,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,34                    40,182                              187,3.6                                         3.9,,93                    98,,81                    92,8          9,,11   1 11111111111111111  11,,,,,,178182         179   179185174179178163173176176179179177180177177179179      181179,3.3 3.6             3.4     3.4 3.8 3.1 3.3 3.3 2.6 3.1 3.2 3.2 3.4 3.4 3.3 3.5 3.3 3.3 3.3 3.3         3.5 3.3,9091      91  9188889192829090909292878991919393    9191,4                                           9,0.3                                         0.6,1.00E+56,,,,90                    96,,,,,,,,,,,,97                    99,,,,,,,,,,100100100 93100 93100100                                     93100100100100100 95100,,100100100100 91                40 48100100,,ACBAB1BABCACABBCACBACCBCACBCBACBCAA00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCAACBCBABCBCBACBACCBABAABCCBACA4DADB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,182                              187,3.6                                         3.9,93                    98,8          9,1.00E+11,,,,,,,0,1,0,1,1,1,0,0,0,,,,,,,,,,,35,41,34,40,182,187,93,98,81,92,8,9
,IOWA,SC,SC,,Fake District Name 03,8883,Fake District Name 03,8883,Building C,8883003,Teacher27,,2,10162023,LastName27,FirstName27,MiddleName27,,8888555598,45787,F,3272016,91,707,0000010      0,,C,7,G,17,Fall,1,,0,,,,,,00   0 00000000000000000  00,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 0       0     0 0  41 0           0 0,10   0 00001000000000000  00,29                    31,159                              157,2.3                                         2.1,,56                    50,,53                    50,5          5,,11   1 11111111111111111  11,,,,,,165163         165   165168161165163157161163163164164165168164164165165      164165,2.6 2.5             2.6     2.6 2.8 2.4 2.6 2.4 2.3 2.4 2.5 2.5 2.6 2.6 2.6 2.8 2.6 2.6 2.6 2.6         2.6 2.6,6964      72  7269636866616667676969697370707373    6772,-12,-0.6,0,,,,47                    44,,,,,,,,,,,,69                    71,,,,,,,,,,75 71 90 79 82 86 83 67                                     86100 67 75 50 75 73 86,,75 71 71100 91                36 43 63 75,,ACBAB1BABCACABBCACBACCBCA1BC1A1B23A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CACABCA3CBCBAB23CBAC3AC1BA1AA32CBACA41ADB00000000000000000000000000000000000000000000000000000000000000000000000000000000000,159                              157,2.3                                         2.1,56                    50,5          5,0,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,35,41,29,31,159,157,56,50,53,50,5,5
,IOWA,SC,SC,,Fake District Name 03,8883,Fake District Name 03,8883,Building C,8883003,Teacher28,58017,2,10162023,LastName28,FirstName28,MiddleName28,,8888555599,45788,F,8112016,86,702,0000010      0,,C,7,G,17,Fall,1,,100000,,,,,,00   0 00000000000000000  00,,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 0       0     0 0   0 0           0 0,00   0 00000000000000000  00,,,,,,,,,,11   1 11111111111111111  11,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,0,0,,,,,,,,,,
