Assessment,Assessment Language,State,District,School,Local ID,State ID,FAST ID,First Name,Last Name,Gender,DOB,Race,Special Ed. Status,Grade,Season,Final_Date,early_reading_english_composite_score,early_reading_english_percentile_at_school,early_reading_english_percentile_at_lea,early_reading_english_percentile_at_nation,early_reading_english_risk_level,concepts_of_print_total_items,concepts_of_print_items_correct,concepts_of_print_ic_per_minute,concepts_of_print_error_total_items_items_correct,concepts_of_print_percentile_at_school,concepts_of_print_percentile_at_lea,concepts_of_print_percentile_at_nation,concepts_of_print_risk_level,decodable_words_total_words_read,decodable_words_words_read_correct,decodable_words_wrc_per_minute,decodable_words_percentile_at_school,decodable_words_percentile_at_lea,decodable_words_percentile_at_nation,decodable_words_risk_level,letter_names_total_words_read,letter_names_words_read_correct,letter_names_wrc_per_minute,letter_names_percentile_at_school,letter_names_percentile_at_lea,letter_names_percentile_at_nation,letter_names_risk_level,letter_sounds_total_words_read,letter_sounds_words_read_correct,letter_sounds_wrc_per_minute,letter_sounds_percentile_at_school,letter_sounds_percentile_at_lea,letter_sounds_percentile_at_nation,letter_sounds_risk_level,nonsense_words_total_words_read,nonsense_words_words_read_correct,nonsense_words_wrc_per_minute,nonsense_words_percentile_at_school,nonsense_words_percentile_at_lea,nonsense_words_percentile_at_nation,nonsense_words_risk_level,onset_sounds_total_items,onset_sounds_items_correct,onset_sounds_ic_per_minute,onset_sounds_error_total_items_items_correct,onset_sounds_percentile_at_school,onset_sounds_percentile_at_lea,onset_sounds_percentile_at_nation,onset_sounds_risk_level,oral_repetition_total_items,oral_repetition_items_correct,oral_repetition_ic_per_minute,oral_repetition_error_total_items_items_correct,oral_repetition_percentile_at_school,oral_repetition_percentile_at_lea,oral_repetition_percentile_at_nation,oral_repetition_risk_level,word_rhyming_total_items,word_rhyming_items_correct,word_rhyming_ic_per_minute,word_rhyming_error_total_items_items_correct,word_rhyming_percentile_at_school,word_rhyming_percentile_at_lea,word_rhyming_percentile_at_nation,word_rhyming_risk_level,sentence_reading_total_words_read,sentence_reading_words_read_correct,sentence_reading_wrc_per_minute,sentence_reading_percentile_at_school,sentence_reading_percentile_at_lea,sentence_reading_percentile_at_nation,sentence_reading_risk_level,sight_words_total_words_read,sight_words_words_read_correct,sight_words_wrc_per_minute,sight_words_percentile_at_school,sight_words_percentile_at_lea,sight_words_percentile_at_nation,sight_words_risk_level,word_blending_total_items,word_blending_items_correct,word_blending_ic_per_minute,word_blending_error_total_items_items_correct,word_blending_percentile_at_school,word_blending_percentile_at_lea,word_blending_percentile_at_nation,word_blending_risk_level,word_segmenting_total_items,word_segmenting_items_correct,word_segmenting_ic_per_minute,word_segmenting_error_total_items_items_correct,word_segmenting_percentile_at_school,word_segmenting_percentile_at_lea,word_segmenting_percentile_at_nation,word_segmenting_risk_level,cbmr_english_total_words_read,cbmr_english_words_read_correct,cbmr_english_wrc_per_minute,cbmr_english_median_accuracy,cbmr_english_error_twr_wrc,cbmr_english_percentile_at_school,cbmr_english_percentile_at_lea,cbmr_english_percentile_at_nation,cbmr_english_risk_level,decodable_words_error,letter_names_error,letter_sounds_error,nonsense_words_error,sentence_reading_error,sight_words_error,growth_score_from_fall,school_growth_percentile_from_fall,district_growth_percentile_from_fall,national_growth_percentile_from_fall,growth_percentile_by_start_score_from_fall,growth_score_from_winter,school_growth_percentile_from_winter,district_growth_percentile_from_winter,national_growth_percentile_from_winter,growth_percentile_by_start_score_from_winter,growth_score_from_spring,school_growth_percentile_from_spring,district_growth_percentile_from_spring,national_growth_percentile_from_spring,growth_percentile_by_start_score_from_spring,growth_score_from_screening_period_4,school_growth_percentile_from_screening_period_4,district_growth_percentile_from_screening_period_4,national_growth_percentile_from_screening_period_4,growth_percentile_by_start_score_from_screening_period_4
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.8909091,30.85831,42.3902,36,49,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.89908254,33.174385,43.36149,37,50,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,1.09375,74.3188,74.560814,67,81,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.68372095,2.5885558,15.008446,12,35,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,1.1136364,76.83923,76.63851,69,86,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.82938385,64.41923,32.880066,27,37,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.64220184,26.769026,12.652027,9,24,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.8053098,59.74633,30.869932,24,48,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.24230771,0,0,1,1,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.48837212,9.145528,4.113176,3,8,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.8254717,62.149532,32.322636,27,39,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.73333335,40.854473,20.059122,17,23,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.74038464,45.594124,21.60473,17,24,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.94418603,80.31437,52.88851,44,58,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,1.2046511,98.27844,87.22128,79,87,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,1.0516433,91.09281,69.619934,61,80,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.7962085,55.140186,28.868244,23,39,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.875,73.698265,40.523647,34,60,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.6333333,36.452095,11.3597975,8,11,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.98130846,83.90719,59.07939,50,69,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,1.0096154,90.85447,64.21452,55,73,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.353211,1.5625,0.6165541,1,6,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.93779904,83.97864,51.19088,43,59,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.8333333,65.55407,33.51351,28,41,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.3598131,3.471295,0.9121622,1,2,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,1.1173708,94.32577,76.95101,69,82,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.9043062,79.3725,45.160473,38,59,,,,,,,,,,,,,,,
Early Reading English,,,,,,,,,,,,,,Kindergarten,Spring,3/24/2023,54,12.087913,23.011364,12,highRisk,,,,,,,,,,,,,,,,,,,,,,,18,14,14,4.3956046,11.363636,4,highRisk,8,7,7,15.384615,27.130682,17,someRisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,4.3956046,8.664773,5,highRisk,,,,,,,,,34,31,22.96,3,67.03297,54.971592,58,lowRisk,,,,,,,,,,,,4,1,,10,0.6603774,29.03872,13.16723,10,30,,,,,,,,,,,,,,,
