student_number,suns,firstname,lastname,middlename,dob,gendercode,ishispanic,reportingethnicity,testfamilydefinition,administration,startdate,enddate,collectionid,schoolyear,districtcode,testadministration,datetaken,schoolcode,id,studentid,gradelevel,motorscore,motorpercentile,conceptsscore,conceptspercentile,languagescore,languagepercentile,totalscore,totalpercentile,transferitemid,source,_enrich_cansubmit,_enrich_datecollected,_enrich_datemodified,_enrich_datesubmitted,_enrich_errorcount,_enrich_externalid,_enrich_fileid,_enrich_id,_enrich_infocount,_enrich_isedited,_enrich_warningcount
11126,1111111126,Name16,LastName16,MiddleName16,2012-06-13T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-06-02T00:00:00Z,41,7DA517E3-181E-4E06-966E-351D3FBED85C,E6998316-8BA9-4961-92B6-38965381723C,PK,17,45,19,54,13,34,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,3127385d-6eed-41f3-8d20-b0077a8fd1e8,10C21A26-AE6E-4EB0-8C42-34707A632526,04A9BBFE-3691-456D-A95F-71B27842DAE6,0,FALSE,0
11127,1111111127,Name17,LastName17,MiddleName17,2011-09-07T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-06-29T00:00:00Z,49,1FDFCB77-92DF-47AA-9FBD-EDD471CB9AF7,2DD8478A-1405-4D2A-B850-386F088160F1,PK,13,1,13,3,9,3,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,7c8e809b-b170-479f-8ed2-ef31efffce73,10C21A26-AE6E-4EB0-8C42-34707A632526,2FFD0003-6100-4552-85F7-63A15DBB397E,0,FALSE,0
11128,1111111128,Name18,LastName18,MiddleName18,2012-05-30T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-27T00:00:00Z,44,4B0CB432-6FE3-4DF1-93DE-E51F05878B0C,F5492FCB-C66E-4121-854D-1C2496351C21,PK,21,76,21,68,15,46,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,cd9ab822-a499-4387-b602-5ab04842e9ce,10C21A26-AE6E-4EB0-8C42-34707A632526,6216DF27-4DF9-4251-9D1B-1731F1653204,0,FALSE,0
11129,1111111129,Name19,LastName19,MiddleName19,2011-12-20T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-31T00:00:00Z,48,47E1A2B7-45A0-45BE-B750-C217667D38A9,3E2B630A-5A80-4D06-A05C-19C2FE8DA9E7,PK,16,10,15,12,15,26,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,ae22a808-352e-45a6-ade6-b00cf9366459,10C21A26-AE6E-4EB0-8C42-34707A632526,63B3B692-8A8A-4DF6-A6B5-356F142E3A0B,0,FALSE,0
11130,1111111130,Name20,LastName20,MiddleName20,2011-12-15T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-31T00:00:00Z,42,0D03C202-F82D-4919-B5BC-54459D9D0717,231A75F6-A737-42A2-89B2-18583F6B4A8E,PK,20,32,19,30,24,81,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,cc1bd494-621e-41d7-aa32-601ca7373954,10C21A26-AE6E-4EB0-8C42-34707A632526,3CA0BAD5-8284-4F4E-8EE5-A323D3194DF2,0,FALSE,0
11131,1111111131,Name21,LastName21,MiddleName21,2012-01-12T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-31T00:00:00Z,48,61F67EEB-64F4-4FCD-96F4-D3957B55FEEE,4335180E-9F9C-46BC-83B7-211AB6BCC511,PK,28,90,23,58,16,31,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,378e35a1-7eef-4e3c-b491-dc4d92da8ff7,10C21A26-AE6E-4EB0-8C42-34707A632526,83D6BE4C-1511-4F00-B18C-87775BC704DE,0,FALSE,0
11132,1111111132,Name22,LastName22,MiddleName22,2011-09-24T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-27T00:00:00Z,45,057E2075-11B3-4BB4-A0C7-39238104AD85,093A7A24-C049-4F4F-8A62-20DF43A511EF,PK,19,10,21,30,17,24,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,9de51660-e4df-419b-956c-9bf3a8d32f9a,10C21A26-AE6E-4EB0-8C42-34707A632526,F46CEB06-1EE1-4EC3-B9FA-B8D386497FB2,0,FALSE,0
11133,1111111133,Name23,LastName23,MiddleName23,2012-05-30T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-27T00:00:00Z,42,2F1E50C3-1E8A-4C5D-9968-D446339B1D9D,6129344F-9254-46DE-98DF-2071E4394B84,PK,12,15,12,12,10,17,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,50cba398-0006-43d3-9822-299dc173e06b,10C21A26-AE6E-4EB0-8C42-34707A632526,FBE26CC0-D004-4CE4-88EC-90E863D447FF,0,FALSE,0
11134,1111111134,Name24,LastName24,MiddleName24,2011-11-03T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-27T00:00:00Z,42,B461FB94-C8A4-40C4-898B-64555DC58467,1C9EDA81-37EE-4D73-BB1F-20230BB7D66B,PK,28,84,27,79,21,57,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,5cb6ee06-5b03-4743-930b-9167f6c4fa86,10C21A26-AE6E-4EB0-8C42-34707A632526,22F52F64-35D7-40E5-8C79-F11D5E40A0B9,0,FALSE,0
11135,1111111135,Name25,LastName25,MiddleName25,2011-12-22T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-06-01T00:00:00Z,45,758650A0-2FFA-4791-B907-DFBB4A84109F,A0FB23EC-2E39-4F5A-893A-1FA00F51DD4F,PK,22,47,17,19,23,76,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,0fe2209f-a110-4fbc-aaad-5c6dd82ca507,10C21A26-AE6E-4EB0-8C42-34707A632526,3D407668-8E24-406C-867F-57C1BBB98CFE,0,FALSE,0
11136,1111111136,Name26,LastName26,MiddleName26,2012-08-01T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-31T00:00:00Z,56,52CA90D3-AB05-4DFB-AFCE-5A4634444629,4985BFA7-ABC9-487F-97FD-1F2EFF0AC756,PK,12,22,13,21,13,40,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,13e1005f-5220-41c9-b9ce-8c2b26802ac6,10C21A26-AE6E-4EB0-8C42-34707A632526,A45E353B-EEB3-481B-970D-FE0F6FA67669,0,FALSE,0
11137,1111111137,Name27,LastName27,MiddleName27,2011-12-13T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-06-02T00:00:00Z,45,37403EB8-5162-4846-BAA0-39B839DDA012,3D666C0E-FFBA-42EE-91BB-1F1D4479E84B,PK,26,80,21,44,21,64,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,f5b33cf9-903e-4052-8f53-abedaef333b8,10C21A26-AE6E-4EB0-8C42-34707A632526,C3EC7D86-5C4D-439C-A323-AAED2467DFD4,0,FALSE,0
11138,1111111138,Name28,LastName28,MiddleName28,2012-07-21T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-31T00:00:00Z,42,6C80EF11-F93D-415E-BF01-A8844FBB96C4,AD5C26CF-984C-4A2A-A6B5-1D96DE5BF089,PK,7,3,11,10,9,13,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,7c1ca16a-2f7d-456f-9cde-69b43c5a0b4e,10C21A26-AE6E-4EB0-8C42-34707A632526,2FF55289-EF6B-4710-B729-77B90A1D96C5,0,FALSE,0
11139,1111111139,Name29,LastName29,MiddleName29,2011-12-08T00:00:00Z,M,FALSE,M,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-31T00:00:00Z,42,690CFFCC-27AD-4D53-A42A-92E1323227E2,A07E5886-761E-4C64-9045-48F0CFFEF417,PK,27,86,25,72,24,81,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,87f8b89c-e6a1-432e-bd8d-0e4d61795394,10C21A26-AE6E-4EB0-8C42-34707A632526,9C85CAA6-CC43-4447-86E0-0893A631F346,0,FALSE,0
11140,1111111140,Name30,LastName30,MiddleName30,2011-12-09T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-31T00:00:00Z,44,005F6021-9DB0-4495-9635-95B142D7E10F,FD50FE81-4DAD-4E78-8901-481304521D99,PK,19,25,26,79,22,70,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,cd0d2297-5a8f-4598-bea8-6e43ccc958dc,10C21A26-AE6E-4EB0-8C42-34707A632526,F3D7A141-D8B8-461C-AD45-065F2724DB02,0,FALSE,0
11141,1111111141,Name31,LastName31,MiddleName31,2012-07-28T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-31T00:00:00Z,42,B67680A3-805F-4E92-99AD-E407817C771A,A9115F6C-6F85-4150-A307-480D84FB3FB2,PK,23,87,22,74,15,46,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,ef157ca6-8140-43fd-bd47-eb3131ad2a42,10C21A26-AE6E-4EB0-8C42-34707A632526,948739D2-AF49-470F-A8B1-DEFA15101425,0,FALSE,0
11142,1111111142,Name32,LastName32,MiddleName32,2012-01-23T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-05-31T00:00:00Z,53,465E2C86-B82B-483C-A23D-E9851EA13F21,4FC8AA62-81E0-47DB-B1EB-598D609586EE,PK,20,32,24,65,23,76,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,4e45db7c-09fa-49e5-b4dd-6942351f42d1,10C21A26-AE6E-4EB0-8C42-34707A632526,6C598404-BE32-4A4F-897A-C3CCD456561D,0,FALSE,0
11143,1111111143,Name33,LastName33,MiddleName33,2011-11-02T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-06-01T00:00:00Z,45,2BA61225-2D75-4B59-B3E0-197F95BC2A8F,E91AD7A2-F9B0-4357-8F6F-597826D6E2AF,PK,21,28,14,7,16,25,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,24f923b5-0e24-4df4-b116-f38f6c6c3c44,10C21A26-AE6E-4EB0-8C42-34707A632526,7BB882FF-08AC-4AE0-B17D-5B0ED3CE3BAE,0,FALSE,0
11144,1111111144,Name34,LastName34,MiddleName34,2011-10-01T00:00:00Z,F,TRUE,H,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-06-29T00:00:00Z,44,3E9B00D6-D6FF-494B-99AD-2BD43393C4C9,7D101BD7-80EA-40CE-99E3-58CE0A69E250,PK,10,1,0,1,4,1,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,14411c53-d771-47d9-8a81-843211f3043f,10C21A26-AE6E-4EB0-8C42-34707A632526,0D98DD5B-7E89-498B-B0E7-286C7E78EEE2,0,FALSE,0
11145,1111111145,Name35,LastName35,MiddleName35,2011-09-25T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Spring 2016 DIAL-4,2016-03-03T00:00:00Z,2016-06-29T00:00:00Z,DIAH,2025,3205,D9233E5E-7D14-4519-9998-8A05C418AB65,2016-06-01T00:00:00Z,48,BC223AC0-CBBD-4441-A6D1-C94CCAD451D9,E5C5CB5C-268B-4C4A-9781-3222FBCAAD74,PK,16,4,27,73,16,19,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,a6bc522b-e54e-45cb-bf52-d3d9d577178b,10C21A26-AE6E-4EB0-8C42-34707A632526,3115E40D-1870-4DB9-B8B7-F7D9CD67795A,0,FALSE,0
